Processor,Time,Bags
BELT 4,3:24:00 AM,0
BELT 3,3:24:00 AM,0
BELT 1,3:25:00 AM,0
BELT 2,3:25:00 AM,0
BELT 4,3:25:00 AM,0
BELT 3,3:25:00 AM,0
BELT 1,3:26:00 AM,0
BELT 2,3:26:00 AM,0
BELT 4,3:26:00 AM,0
BELT 3,3:26:00 AM,0
BELT 1,3:27:00 AM,0
BELT 2,3:27:00 AM,0
BELT 4,3:27:00 AM,0
BELT 3,3:27:00 AM,0
BELT 1,3:28:00 AM,0
BELT 2,3:28:00 AM,0
BELT 4,3:28:00 AM,0
BELT 3,3:28:00 AM,0
BELT 1,3:29:00 AM,0
BELT 2,3:29:00 AM,0
BELT 4,3:29:00 AM,0
BELT 3,3:29:00 AM,0
BELT 1,3:30:00 AM,0
BELT 2,3:30:00 AM,0
BELT 4,3:30:00 AM,0
BELT 3,3:30:00 AM,0
BELT 1,3:31:00 AM,0
BELT 2,3:31:00 AM,0
BELT 4,3:31:00 AM,0
BELT 3,3:31:00 AM,0
BELT 1,3:32:00 AM,0
BELT 2,3:32:00 AM,0
BELT 4,3:32:00 AM,0
BELT 3,3:32:00 AM,0
BELT 1,3:33:00 AM,0
BELT 2,3:33:00 AM,0
BELT 4,3:33:00 AM,0
BELT 3,3:33:00 AM,0
BELT 1,3:34:00 AM,0
BELT 2,3:34:00 AM,0
BELT 4,3:34:00 AM,0
BELT 3,3:34:00 AM,0
BELT 1,3:35:00 AM,0
BELT 2,3:35:00 AM,0
BELT 4,3:35:00 AM,0
BELT 3,3:35:00 AM,0
BELT 1,3:36:00 AM,0
BELT 2,3:36:00 AM,0
BELT 4,3:36:00 AM,0
BELT 3,3:36:00 AM,0
BELT 1,3:37:00 AM,0
BELT 2,3:37:00 AM,0
BELT 4,3:37:00 AM,0
BELT 3,3:37:00 AM,0
BELT 1,3:38:00 AM,0
BELT 2,3:38:00 AM,0
BELT 4,3:38:00 AM,0
BELT 3,3:38:00 AM,0
BELT 1,3:39:00 AM,0
BELT 2,3:39:00 AM,0
BELT 4,3:39:00 AM,0
BELT 3,3:39:00 AM,0
BELT 1,3:40:00 AM,0
BELT 2,3:40:00 AM,0
BELT 4,3:40:00 AM,0
BELT 3,3:40:00 AM,0
BELT 1,3:41:00 AM,0
BELT 2,3:41:00 AM,0
BELT 4,3:41:00 AM,0
BELT 3,3:41:00 AM,0
BELT 1,3:42:00 AM,0
BELT 2,3:42:00 AM,0
BELT 4,3:42:00 AM,0
BELT 3,3:42:00 AM,0
BELT 1,3:43:00 AM,0
BELT 2,3:43:00 AM,0
BELT 4,3:43:00 AM,0
BELT 3,3:43:00 AM,0
BELT 1,3:44:00 AM,0
BELT 2,3:44:00 AM,0
BELT 4,3:44:00 AM,0
BELT 3,3:44:00 AM,0
BELT 1,3:45:00 AM,0
BELT 2,3:45:00 AM,0
BELT 4,3:45:00 AM,0
BELT 3,3:45:00 AM,0
BELT 1,3:46:00 AM,0
BELT 2,3:46:00 AM,0
BELT 4,3:46:00 AM,0
BELT 3,3:46:00 AM,0
BELT 1,3:47:00 AM,0
BELT 2,3:47:00 AM,0
BELT 4,3:47:00 AM,0
BELT 3,3:47:00 AM,0
BELT 1,3:48:00 AM,0
BELT 2,3:48:00 AM,0
BELT 4,3:48:00 AM,0
BELT 3,3:48:00 AM,0
BELT 1,3:49:00 AM,0
BELT 2,3:49:00 AM,0
BELT 4,3:49:00 AM,0
BELT 3,3:49:00 AM,0
BELT 1,3:50:00 AM,0
BELT 2,3:50:00 AM,0
BELT 4,3:50:00 AM,0
BELT 3,3:50:00 AM,0
BELT 1,3:51:00 AM,0
BELT 2,3:51:00 AM,0
BELT 4,3:51:00 AM,0
BELT 3,3:51:00 AM,0
BELT 1,3:52:00 AM,0
BELT 2,3:52:00 AM,0
BELT 4,3:52:00 AM,0
BELT 3,3:52:00 AM,0
BELT 1,3:53:00 AM,0
BELT 2,3:53:00 AM,0
BELT 4,3:53:00 AM,0
BELT 3,3:53:00 AM,0
BELT 1,3:54:00 AM,0
BELT 2,3:54:00 AM,0
BELT 4,3:54:00 AM,0
BELT 3,3:54:00 AM,0
BELT 1,3:55:00 AM,0
BELT 2,3:55:00 AM,0
BELT 4,3:55:00 AM,0
BELT 3,3:55:00 AM,0
BELT 1,3:56:00 AM,0
BELT 2,3:56:00 AM,0
BELT 4,3:56:00 AM,0
BELT 3,3:56:00 AM,0
BELT 1,3:57:00 AM,0
BELT 2,3:57:00 AM,0
BELT 4,3:57:00 AM,0
BELT 3,3:57:00 AM,0
BELT 1,3:58:00 AM,0
BELT 2,3:58:00 AM,0
BELT 4,3:58:00 AM,0
BELT 3,3:58:00 AM,0
BELT 1,3:59:00 AM,0
BELT 2,3:59:00 AM,0
BELT 4,3:59:00 AM,0
BELT 3,3:59:00 AM,0
BELT 1,4:00:00 AM,0
BELT 2,4:00:00 AM,0
BELT 4,4:00:00 AM,0
BELT 3,4:00:00 AM,0
BELT 1,4:01:00 AM,0
BELT 2,4:01:00 AM,0
BELT 4,4:01:00 AM,0
BELT 3,4:01:00 AM,0
BELT 1,4:02:00 AM,0
BELT 2,4:02:00 AM,0
BELT 4,4:02:00 AM,0
BELT 3,4:02:00 AM,0
BELT 1,4:03:00 AM,0
BELT 2,4:03:00 AM,0
BELT 4,4:03:00 AM,0
BELT 3,4:03:00 AM,0
BELT 1,4:04:00 AM,0
BELT 2,4:04:00 AM,0
BELT 4,4:04:00 AM,0
BELT 3,4:04:00 AM,0
BELT 1,4:05:00 AM,0
BELT 2,4:05:00 AM,0
BELT 4,4:05:00 AM,0
BELT 3,4:05:00 AM,0
BELT 1,4:06:00 AM,0
BELT 2,4:06:00 AM,0
BELT 4,4:06:00 AM,0
BELT 3,4:06:00 AM,0
BELT 1,4:07:00 AM,0
BELT 2,4:07:00 AM,0
BELT 4,4:07:00 AM,0
BELT 3,4:07:00 AM,0
BELT 1,4:08:00 AM,0
BELT 2,4:08:00 AM,0
BELT 4,4:08:00 AM,0
BELT 3,4:08:00 AM,0
BELT 1,4:09:00 AM,0
BELT 2,4:09:00 AM,0
BELT 4,4:09:00 AM,0
BELT 3,4:09:00 AM,0
BELT 1,4:10:00 AM,0
BELT 2,4:10:00 AM,0
BELT 4,4:10:00 AM,0
BELT 3,4:10:00 AM,0
BELT 1,4:11:00 AM,0
BELT 2,4:11:00 AM,0
BELT 4,4:11:00 AM,0
BELT 3,4:11:00 AM,0
BELT 1,4:12:00 AM,0
BELT 2,4:12:00 AM,0
BELT 4,4:12:00 AM,0
BELT 3,4:12:00 AM,0
BELT 1,4:13:00 AM,0
BELT 2,4:13:00 AM,0
BELT 4,4:13:00 AM,0
BELT 3,4:13:00 AM,0
BELT 1,4:14:00 AM,0
BELT 2,4:14:00 AM,0
BELT 4,4:14:00 AM,0
BELT 3,4:14:00 AM,0
BELT 1,4:15:00 AM,0
BELT 2,4:15:00 AM,0
BELT 4,4:15:00 AM,0
BELT 3,4:15:00 AM,0
BELT 1,4:16:00 AM,0
BELT 2,4:16:00 AM,0
BELT 4,4:16:00 AM,0
BELT 3,4:16:00 AM,0
BELT 1,4:17:00 AM,0
BELT 2,4:17:00 AM,0
BELT 4,4:17:00 AM,0
BELT 3,4:17:00 AM,0
BELT 1,4:18:00 AM,0
BELT 2,4:18:00 AM,0
BELT 4,4:18:00 AM,0
BELT 3,4:18:00 AM,0
BELT 1,4:19:00 AM,0
BELT 2,4:19:00 AM,0
BELT 4,4:19:00 AM,0
BELT 3,4:19:00 AM,0
BELT 1,4:20:00 AM,0
BELT 2,4:20:00 AM,0
BELT 4,4:20:00 AM,0
BELT 3,4:20:00 AM,17
BELT 1,4:21:00 AM,0
BELT 2,4:21:00 AM,0
BELT 4,4:21:00 AM,0
BELT 3,4:21:00 AM,37
BELT 1,4:22:00 AM,0
BELT 2,4:22:00 AM,0
BELT 4,4:22:00 AM,0
BELT 3,4:22:00 AM,41
BELT 1,4:23:00 AM,0
BELT 2,4:23:00 AM,0
BELT 4,4:23:00 AM,0
BELT 3,4:23:00 AM,35
BELT 1,4:24:00 AM,0
BELT 2,4:24:00 AM,0
BELT 4,4:24:00 AM,0
BELT 3,4:24:00 AM,29
BELT 1,4:25:00 AM,0
BELT 2,4:25:00 AM,0
BELT 4,4:25:00 AM,0
BELT 3,4:25:00 AM,26
BELT 1,4:26:00 AM,0
BELT 2,4:26:00 AM,0
BELT 4,4:26:00 AM,0
BELT 3,4:26:00 AM,28
BELT 1,4:27:00 AM,0
BELT 2,4:27:00 AM,0
BELT 4,4:27:00 AM,0
BELT 3,4:27:00 AM,19
BELT 1,4:28:00 AM,0
BELT 2,4:28:00 AM,0
BELT 4,4:28:00 AM,0
BELT 3,4:28:00 AM,16
BELT 1,4:29:00 AM,0
BELT 2,4:29:00 AM,0
BELT 4,4:29:00 AM,0
BELT 3,4:29:00 AM,17
BELT 1,4:30:00 AM,0
BELT 2,4:30:00 AM,0
BELT 4,4:30:00 AM,0
BELT 3,4:30:00 AM,6
BELT 1,4:31:00 AM,0
BELT 2,4:31:00 AM,0
BELT 4,4:31:00 AM,0
BELT 3,4:31:00 AM,0
BELT 1,4:32:00 AM,0
BELT 2,4:32:00 AM,0
BELT 4,4:32:00 AM,0
BELT 3,4:32:00 AM,0
BELT 1,4:33:00 AM,0
BELT 2,4:33:00 AM,0
BELT 4,4:33:00 AM,0
BELT 3,4:33:00 AM,0
BELT 1,4:34:00 AM,0
BELT 2,4:34:00 AM,0
BELT 4,4:34:00 AM,0
BELT 3,4:34:00 AM,0
BELT 1,4:35:00 AM,0
BELT 2,4:35:00 AM,0
BELT 4,4:35:00 AM,0
BELT 3,4:35:00 AM,0
BELT 1,4:36:00 AM,0
BELT 2,4:36:00 AM,0
BELT 4,4:36:00 AM,0
BELT 3,4:36:00 AM,0
BELT 1,4:37:00 AM,0
BELT 2,4:37:00 AM,0
BELT 4,4:37:00 AM,0
BELT 3,4:37:00 AM,0
BELT 1,4:38:00 AM,0
BELT 2,4:38:00 AM,0
BELT 4,4:38:00 AM,0
BELT 3,4:38:00 AM,0
BELT 1,4:39:00 AM,0
BELT 2,4:39:00 AM,0
BELT 4,4:39:00 AM,0
BELT 3,4:39:00 AM,0
BELT 1,4:40:00 AM,0
BELT 2,4:40:00 AM,0
BELT 4,4:40:00 AM,0
BELT 3,4:40:00 AM,0
BELT 1,4:41:00 AM,0
BELT 2,4:41:00 AM,0
BELT 4,4:41:00 AM,0
BELT 3,4:41:00 AM,0
BELT 1,4:42:00 AM,0
BELT 2,4:42:00 AM,0
BELT 4,4:42:00 AM,0
BELT 3,4:42:00 AM,0
BELT 1,4:43:00 AM,0
BELT 2,4:43:00 AM,0
BELT 4,4:43:00 AM,0
BELT 3,4:43:00 AM,0
BELT 1,4:44:00 AM,0
BELT 2,4:44:00 AM,0
BELT 4,4:44:00 AM,0
BELT 3,4:44:00 AM,0
BELT 1,4:45:00 AM,0
BELT 2,4:45:00 AM,0
BELT 4,4:45:00 AM,0
BELT 3,4:45:00 AM,0
BELT 1,4:46:00 AM,0
BELT 2,4:46:00 AM,0
BELT 4,4:46:00 AM,0
BELT 3,4:46:00 AM,0
BELT 1,4:47:00 AM,0
BELT 2,4:47:00 AM,0
BELT 4,4:47:00 AM,0
BELT 3,4:47:00 AM,0
BELT 1,4:48:00 AM,0
BELT 2,4:48:00 AM,0
BELT 4,4:48:00 AM,0
BELT 3,4:48:00 AM,0
BELT 1,4:49:00 AM,0
BELT 2,4:49:00 AM,0
BELT 4,4:49:00 AM,0
BELT 3,4:49:00 AM,0
BELT 1,4:50:00 AM,0
BELT 2,4:50:00 AM,0
BELT 4,4:50:00 AM,0
BELT 3,4:50:00 AM,0
BELT 1,4:51:00 AM,0
BELT 2,4:51:00 AM,0
BELT 4,4:51:00 AM,0
BELT 3,4:51:00 AM,0
BELT 1,4:52:00 AM,0
BELT 2,4:52:00 AM,0
BELT 4,4:52:00 AM,0
BELT 3,4:52:00 AM,0
BELT 1,4:53:00 AM,0
BELT 2,4:53:00 AM,0
BELT 4,4:53:00 AM,0
BELT 3,4:53:00 AM,0
BELT 1,4:54:00 AM,0
BELT 2,4:54:00 AM,0
BELT 4,4:54:00 AM,0
BELT 3,4:54:00 AM,0
BELT 1,4:55:00 AM,0
BELT 2,4:55:00 AM,0
BELT 4,4:55:00 AM,0
BELT 3,4:55:00 AM,0
BELT 1,4:56:00 AM,0
BELT 2,4:56:00 AM,0
BELT 4,4:56:00 AM,0
BELT 3,4:56:00 AM,0
BELT 1,4:57:00 AM,0
BELT 2,4:57:00 AM,0
BELT 4,4:57:00 AM,0
BELT 3,4:57:00 AM,0
BELT 1,4:58:00 AM,0
BELT 2,4:58:00 AM,0
BELT 4,4:58:00 AM,0
BELT 3,4:58:00 AM,0
BELT 1,4:59:00 AM,0
BELT 2,4:59:00 AM,0
BELT 4,4:59:00 AM,0
BELT 3,4:59:00 AM,0
BELT 1,5:00:00 AM,0
BELT 2,5:00:00 AM,0
BELT 4,5:00:00 AM,0
BELT 3,5:00:00 AM,0
BELT 1,5:01:00 AM,0
BELT 2,5:01:00 AM,0
BELT 4,5:01:00 AM,0
BELT 3,5:01:00 AM,0
BELT 1,5:02:00 AM,0
BELT 2,5:02:00 AM,0
BELT 4,5:02:00 AM,0
BELT 3,5:02:00 AM,0
BELT 1,5:03:00 AM,0
BELT 2,5:03:00 AM,0
BELT 4,5:03:00 AM,0
BELT 3,5:03:00 AM,0
BELT 1,5:04:00 AM,0
BELT 2,5:04:00 AM,0
BELT 4,5:04:00 AM,0
BELT 3,5:04:00 AM,0
BELT 1,5:05:00 AM,0
BELT 2,5:05:00 AM,0
BELT 4,5:05:00 AM,0
BELT 3,5:05:00 AM,0
BELT 1,5:06:00 AM,0
BELT 2,5:06:00 AM,0
BELT 4,5:06:00 AM,0
BELT 3,5:06:00 AM,0
BELT 1,5:07:00 AM,0
BELT 2,5:07:00 AM,0
BELT 4,5:07:00 AM,0
BELT 3,5:07:00 AM,0
BELT 1,5:08:00 AM,0
BELT 2,5:08:00 AM,0
BELT 4,5:08:00 AM,0
BELT 3,5:08:00 AM,0
BELT 1,5:09:00 AM,0
BELT 2,5:09:00 AM,0
BELT 4,5:09:00 AM,0
BELT 3,5:09:00 AM,0
BELT 1,5:10:00 AM,0
BELT 2,5:10:00 AM,0
BELT 4,5:10:00 AM,0
BELT 3,5:10:00 AM,0
BELT 1,5:11:00 AM,0
BELT 2,5:11:00 AM,0
BELT 4,5:11:00 AM,0
BELT 3,5:11:00 AM,0
BELT 1,5:12:00 AM,0
BELT 2,5:12:00 AM,0
BELT 4,5:12:00 AM,0
BELT 3,5:12:00 AM,0
BELT 1,5:13:00 AM,0
BELT 2,5:13:00 AM,0
BELT 4,5:13:00 AM,0
BELT 3,5:13:00 AM,0
BELT 1,5:14:00 AM,0
BELT 2,5:14:00 AM,0
BELT 4,5:14:00 AM,0
BELT 3,5:14:00 AM,0
BELT 1,5:15:00 AM,0
BELT 2,5:15:00 AM,0
BELT 4,5:15:00 AM,0
BELT 3,5:15:00 AM,0
BELT 1,5:16:00 AM,0
BELT 2,5:16:00 AM,0
BELT 4,5:16:00 AM,0
BELT 3,5:16:00 AM,0
BELT 1,5:17:00 AM,0
BELT 2,5:17:00 AM,0
BELT 4,5:17:00 AM,0
BELT 3,5:17:00 AM,0
BELT 1,5:18:00 AM,0
BELT 2,5:18:00 AM,0
BELT 4,5:18:00 AM,0
BELT 3,5:18:00 AM,0
BELT 1,5:19:00 AM,0
BELT 2,5:19:00 AM,0
BELT 4,5:19:00 AM,0
BELT 3,5:19:00 AM,0
BELT 1,5:20:00 AM,0
BELT 2,5:20:00 AM,0
BELT 4,5:20:00 AM,0
BELT 3,5:20:00 AM,0
BELT 1,5:21:00 AM,0
BELT 2,5:21:00 AM,0
BELT 4,5:21:00 AM,0
BELT 3,5:21:00 AM,0
BELT 1,5:22:00 AM,0
BELT 2,5:22:00 AM,0
BELT 4,5:22:00 AM,0
BELT 3,5:22:00 AM,0
BELT 1,5:23:00 AM,0
BELT 2,5:23:00 AM,0
BELT 4,5:23:00 AM,0
BELT 3,5:23:00 AM,0
BELT 1,5:24:00 AM,0
BELT 2,5:24:00 AM,0
BELT 4,5:24:00 AM,0
BELT 3,5:24:00 AM,0
BELT 1,5:25:00 AM,0
BELT 2,5:25:00 AM,0
BELT 4,5:25:00 AM,0
BELT 3,5:25:00 AM,0
BELT 1,5:26:00 AM,0
BELT 2,5:26:00 AM,0
BELT 4,5:26:00 AM,0
BELT 3,5:26:00 AM,0
BELT 1,5:27:00 AM,0
BELT 2,5:27:00 AM,0
BELT 4,5:27:00 AM,0
BELT 3,5:27:00 AM,0
BELT 1,5:28:00 AM,0
BELT 2,5:28:00 AM,0
BELT 4,5:28:00 AM,0
BELT 3,5:28:00 AM,0
BELT 1,5:29:00 AM,0
BELT 2,5:29:00 AM,0
BELT 4,5:29:00 AM,0
BELT 3,5:29:00 AM,0
BELT 1,5:30:00 AM,0
BELT 2,5:30:00 AM,0
BELT 4,5:30:00 AM,0
BELT 3,5:30:00 AM,0
BELT 1,5:31:00 AM,0
BELT 2,5:31:00 AM,0
BELT 4,5:31:00 AM,0
BELT 3,5:31:00 AM,0
BELT 1,5:32:00 AM,0
BELT 2,5:32:00 AM,0
BELT 4,5:32:00 AM,0
BELT 3,5:32:00 AM,0
BELT 1,5:33:00 AM,0
BELT 2,5:33:00 AM,0
BELT 4,5:33:00 AM,0
BELT 3,5:33:00 AM,0
BELT 1,5:34:00 AM,0
BELT 2,5:34:00 AM,0
BELT 4,5:34:00 AM,0
BELT 3,5:34:00 AM,0
BELT 1,5:35:00 AM,0
BELT 2,5:35:00 AM,0
BELT 4,5:35:00 AM,0
BELT 3,5:35:00 AM,0
BELT 1,5:36:00 AM,0
BELT 2,5:36:00 AM,0
BELT 4,5:36:00 AM,0
BELT 3,5:36:00 AM,0
BELT 1,5:37:00 AM,0
BELT 2,5:37:00 AM,0
BELT 4,5:37:00 AM,0
BELT 3,5:37:00 AM,0
BELT 1,5:38:00 AM,0
BELT 2,5:38:00 AM,0
BELT 4,5:38:00 AM,0
BELT 3,5:38:00 AM,0
BELT 1,5:39:00 AM,0
BELT 2,5:39:00 AM,0
BELT 4,5:39:00 AM,0
BELT 3,5:39:00 AM,0
BELT 1,5:40:00 AM,0
BELT 2,5:40:00 AM,0
BELT 4,5:40:00 AM,0
BELT 3,5:40:00 AM,0
BELT 1,5:41:00 AM,0
BELT 2,5:41:00 AM,0
BELT 4,5:41:00 AM,0
BELT 3,5:41:00 AM,0
BELT 1,5:42:00 AM,0
BELT 2,5:42:00 AM,0
BELT 4,5:42:00 AM,0
BELT 3,5:42:00 AM,0
BELT 1,5:43:00 AM,0
BELT 2,5:43:00 AM,0
BELT 4,5:43:00 AM,0
BELT 3,5:43:00 AM,0
BELT 1,5:44:00 AM,0
BELT 2,5:44:00 AM,0
BELT 4,5:44:00 AM,0
BELT 3,5:44:00 AM,0
BELT 1,5:45:00 AM,0
BELT 2,5:45:00 AM,0
BELT 4,5:45:00 AM,0
BELT 3,5:45:00 AM,0
BELT 1,5:46:00 AM,0
BELT 2,5:46:00 AM,0
BELT 4,5:46:00 AM,0
BELT 3,5:46:00 AM,0
BELT 1,5:47:00 AM,0
BELT 2,5:47:00 AM,0
BELT 4,5:47:00 AM,0
BELT 3,5:47:00 AM,0
BELT 1,5:48:00 AM,0
BELT 2,5:48:00 AM,0
BELT 4,5:48:00 AM,0
BELT 3,5:48:00 AM,0
BELT 1,5:49:00 AM,0
BELT 2,5:49:00 AM,0
BELT 4,5:49:00 AM,0
BELT 3,5:49:00 AM,0
BELT 1,5:50:00 AM,0
BELT 2,5:50:00 AM,0
BELT 4,5:50:00 AM,0
BELT 3,5:50:00 AM,0
BELT 1,5:51:00 AM,0
BELT 2,5:51:00 AM,0
BELT 4,5:51:00 AM,0
BELT 3,5:51:00 AM,0
BELT 1,5:52:00 AM,0
BELT 2,5:52:00 AM,0
BELT 4,5:52:00 AM,0
BELT 3,5:52:00 AM,0
BELT 1,5:53:00 AM,0
BELT 2,5:53:00 AM,0
BELT 4,5:53:00 AM,0
BELT 3,5:53:00 AM,0
BELT 1,5:54:00 AM,0
BELT 2,5:54:00 AM,0
BELT 4,5:54:00 AM,0
BELT 3,5:54:00 AM,0
BELT 1,5:55:00 AM,0
BELT 2,5:55:00 AM,0
BELT 4,5:55:00 AM,0
BELT 3,5:55:00 AM,0
BELT 1,5:56:00 AM,0
BELT 2,5:56:00 AM,0
BELT 4,5:56:00 AM,0
BELT 3,5:56:00 AM,0
BELT 1,5:57:00 AM,0
BELT 2,5:57:00 AM,0
BELT 4,5:57:00 AM,0
BELT 3,5:57:00 AM,0
BELT 1,5:58:00 AM,0
BELT 2,5:58:00 AM,0
BELT 4,5:58:00 AM,0
BELT 3,5:58:00 AM,0
BELT 1,5:59:00 AM,0
BELT 2,5:59:00 AM,0
BELT 4,5:59:00 AM,0
BELT 3,5:59:00 AM,0
BELT 1,6:00:00 AM,0
BELT 2,6:00:00 AM,0
BELT 4,6:00:00 AM,0
BELT 3,6:00:00 AM,0
BELT 1,6:01:00 AM,0
BELT 2,6:01:00 AM,0
BELT 4,6:01:00 AM,0
BELT 3,6:01:00 AM,0
BELT 1,6:02:00 AM,0
BELT 2,6:02:00 AM,0
BELT 4,6:02:00 AM,0
BELT 3,6:02:00 AM,0
BELT 1,6:03:00 AM,0
BELT 2,6:03:00 AM,0
BELT 4,6:03:00 AM,0
BELT 3,6:03:00 AM,0
BELT 1,6:04:00 AM,0
BELT 2,6:04:00 AM,0
BELT 4,6:04:00 AM,0
BELT 3,6:04:00 AM,0
BELT 1,6:05:00 AM,18
BELT 2,6:05:00 AM,0
BELT 4,6:05:00 AM,0
BELT 3,6:05:00 AM,0
BELT 1,6:06:00 AM,62
BELT 2,6:06:00 AM,0
BELT 4,6:06:00 AM,0
BELT 3,6:06:00 AM,0
BELT 1,6:07:00 AM,88
BELT 2,6:07:00 AM,0
BELT 4,6:07:00 AM,0
BELT 3,6:07:00 AM,0
BELT 1,6:08:00 AM,109
BELT 2,6:08:00 AM,0
BELT 4,6:08:00 AM,0
BELT 3,6:08:00 AM,0
BELT 1,6:09:00 AM,130
BELT 2,6:09:00 AM,0
BELT 4,6:09:00 AM,0
BELT 3,6:09:00 AM,0
BELT 1,6:10:00 AM,155
BELT 2,6:10:00 AM,0
BELT 4,6:10:00 AM,0
BELT 3,6:10:00 AM,0
BELT 1,6:11:00 AM,160
BELT 2,6:11:00 AM,0
BELT 4,6:11:00 AM,0
BELT 3,6:11:00 AM,0
BELT 1,6:12:00 AM,160
BELT 2,6:12:00 AM,0
BELT 4,6:12:00 AM,0
BELT 3,6:12:00 AM,0
BELT 1,6:13:00 AM,160
BELT 2,6:13:00 AM,0
BELT 4,6:13:00 AM,0
BELT 3,6:13:00 AM,0
BELT 1,6:14:00 AM,160
BELT 2,6:14:00 AM,0
BELT 4,6:14:00 AM,0
BELT 3,6:14:00 AM,0
BELT 1,6:15:00 AM,126
BELT 2,6:15:00 AM,0
BELT 4,6:15:00 AM,0
BELT 3,6:15:00 AM,20
BELT 1,6:16:00 AM,72
BELT 2,6:16:00 AM,0
BELT 4,6:16:00 AM,0
BELT 3,6:16:00 AM,50
BELT 1,6:17:00 AM,48
BELT 2,6:17:00 AM,0
BELT 4,6:17:00 AM,0
BELT 3,6:17:00 AM,51
BELT 1,6:18:00 AM,38
BELT 2,6:18:00 AM,0
BELT 4,6:18:00 AM,0
BELT 3,6:18:00 AM,67
BELT 1,6:19:00 AM,33
BELT 2,6:19:00 AM,0
BELT 4,6:19:00 AM,0
BELT 3,6:19:00 AM,72
BELT 1,6:20:00 AM,22
BELT 2,6:20:00 AM,16
BELT 4,6:20:00 AM,0
BELT 3,6:20:00 AM,61
BELT 1,6:21:00 AM,12
BELT 2,6:21:00 AM,44
BELT 4,6:21:00 AM,0
BELT 3,6:21:00 AM,51
BELT 1,6:22:00 AM,8
BELT 2,6:22:00 AM,67
BELT 4,6:22:00 AM,0
BELT 3,6:22:00 AM,50
BELT 1,6:23:00 AM,5
BELT 2,6:23:00 AM,88
BELT 4,6:23:00 AM,0
BELT 3,6:23:00 AM,46
BELT 1,6:24:00 AM,1
BELT 2,6:24:00 AM,120
BELT 4,6:24:00 AM,0
BELT 3,6:24:00 AM,42
BELT 1,6:25:00 AM,1
BELT 2,6:25:00 AM,128
BELT 4,6:25:00 AM,0
BELT 3,6:25:00 AM,30
BELT 1,6:26:00 AM,1
BELT 2,6:26:00 AM,128
BELT 4,6:26:00 AM,0
BELT 3,6:26:00 AM,11
BELT 1,6:27:00 AM,0
BELT 2,6:27:00 AM,127
BELT 4,6:27:00 AM,0
BELT 3,6:27:00 AM,6
BELT 1,6:28:00 AM,0
BELT 2,6:28:00 AM,120
BELT 4,6:28:00 AM,0
BELT 3,6:28:00 AM,5
BELT 1,6:29:00 AM,0
BELT 2,6:29:00 AM,102
BELT 4,6:29:00 AM,0
BELT 3,6:29:00 AM,2
BELT 1,6:30:00 AM,0
BELT 2,6:30:00 AM,76
BELT 4,6:30:00 AM,0
BELT 3,6:30:00 AM,19
BELT 1,6:31:00 AM,0
BELT 2,6:31:00 AM,47
BELT 4,6:31:00 AM,0
BELT 3,6:31:00 AM,45
BELT 1,6:32:00 AM,0
BELT 2,6:32:00 AM,35
BELT 4,6:32:00 AM,0
BELT 3,6:32:00 AM,72
BELT 1,6:33:00 AM,0
BELT 2,6:33:00 AM,24
BELT 4,6:33:00 AM,0
BELT 3,6:33:00 AM,87
BELT 1,6:34:00 AM,0
BELT 2,6:34:00 AM,29
BELT 4,6:34:00 AM,0
BELT 3,6:34:00 AM,111
BELT 1,6:35:00 AM,0
BELT 2,6:35:00 AM,52
BELT 4,6:35:00 AM,0
BELT 3,6:35:00 AM,116
BELT 1,6:36:00 AM,0
BELT 2,6:36:00 AM,65
BELT 4,6:36:00 AM,0
BELT 3,6:36:00 AM,118
BELT 1,6:37:00 AM,0
BELT 2,6:37:00 AM,75
BELT 4,6:37:00 AM,0
BELT 3,6:37:00 AM,125
BELT 1,6:38:00 AM,0
BELT 2,6:38:00 AM,90
BELT 4,6:38:00 AM,0
BELT 3,6:38:00 AM,109
BELT 1,6:39:00 AM,0
BELT 2,6:39:00 AM,93
BELT 4,6:39:00 AM,0
BELT 3,6:39:00 AM,95
BELT 1,6:40:00 AM,0
BELT 2,6:40:00 AM,95
BELT 4,6:40:00 AM,0
BELT 3,6:40:00 AM,84
BELT 1,6:41:00 AM,0
BELT 2,6:41:00 AM,98
BELT 4,6:41:00 AM,0
BELT 3,6:41:00 AM,58
BELT 1,6:42:00 AM,0
BELT 2,6:42:00 AM,83
BELT 4,6:42:00 AM,0
BELT 3,6:42:00 AM,43
BELT 1,6:43:00 AM,0
BELT 2,6:43:00 AM,69
BELT 4,6:43:00 AM,0
BELT 3,6:43:00 AM,30
BELT 1,6:44:00 AM,0
BELT 2,6:44:00 AM,49
BELT 4,6:44:00 AM,0
BELT 3,6:44:00 AM,19
BELT 1,6:45:00 AM,0
BELT 2,6:45:00 AM,30
BELT 4,6:45:00 AM,0
BELT 3,6:45:00 AM,14
BELT 1,6:46:00 AM,0
BELT 2,6:46:00 AM,26
BELT 4,6:46:00 AM,0
BELT 3,6:46:00 AM,9
BELT 1,6:47:00 AM,0
BELT 2,6:47:00 AM,16
BELT 4,6:47:00 AM,0
BELT 3,6:47:00 AM,6
BELT 1,6:48:00 AM,0
BELT 2,6:48:00 AM,11
BELT 4,6:48:00 AM,0
BELT 3,6:48:00 AM,2
BELT 1,6:49:00 AM,0
BELT 2,6:49:00 AM,3
BELT 4,6:49:00 AM,0
BELT 3,6:49:00 AM,0
