Processor,Time,Bags
BELT 1,6:50:00 AM,0
BELT 2,6:50:00 AM,0
BELT 4,6:50:00 AM,0
BELT 3,6:50:00 AM,0
BELT 1,6:51:00 AM,0
BELT 2,6:51:00 AM,0
BELT 4,6:51:00 AM,0
BELT 3,6:51:00 AM,0
BELT 1,6:52:00 AM,0
BELT 2,6:52:00 AM,0
BELT 4,6:52:00 AM,0
BELT 3,6:52:00 AM,0
BELT 1,6:53:00 AM,0
BELT 2,6:53:00 AM,0
BELT 4,6:53:00 AM,0
BELT 3,6:53:00 AM,0
BELT 1,6:54:00 AM,35
BELT 2,6:54:00 AM,0
BELT 4,6:54:00 AM,0
BELT 3,6:54:00 AM,0
BELT 1,6:55:00 AM,88
BELT 2,6:55:00 AM,0
BELT 4,6:55:00 AM,5
BELT 3,6:55:00 AM,0
BELT 1,6:56:00 AM,160
BELT 2,6:56:00 AM,0
BELT 4,6:56:00 AM,20
BELT 3,6:56:00 AM,0
BELT 1,6:57:00 AM,160
BELT 2,6:57:00 AM,0
BELT 4,6:57:00 AM,26
BELT 3,6:57:00 AM,0
BELT 1,6:58:00 AM,160
BELT 2,6:58:00 AM,0
BELT 4,6:58:00 AM,25
BELT 3,6:58:00 AM,0
BELT 1,6:59:00 AM,160
BELT 2,6:59:00 AM,0
BELT 4,6:59:00 AM,19
BELT 3,6:59:00 AM,0
BELT 1,7:00:00 AM,160
BELT 2,7:00:00 AM,0
BELT 4,7:00:00 AM,16
BELT 3,7:00:00 AM,0
BELT 1,7:01:00 AM,160
BELT 2,7:01:00 AM,0
BELT 4,7:01:00 AM,8
BELT 3,7:01:00 AM,0
BELT 1,7:02:00 AM,160
BELT 2,7:02:00 AM,0
BELT 4,7:02:00 AM,6
BELT 3,7:02:00 AM,0
BELT 1,7:03:00 AM,160
BELT 2,7:03:00 AM,0
BELT 4,7:03:00 AM,3
BELT 3,7:03:00 AM,0
BELT 1,7:04:00 AM,160
BELT 2,7:04:00 AM,0
BELT 4,7:04:00 AM,2
BELT 3,7:04:00 AM,0
BELT 1,7:05:00 AM,160
BELT 2,7:05:00 AM,0
BELT 4,7:05:00 AM,0
BELT 3,7:05:00 AM,0
BELT 1,7:06:00 AM,160
BELT 2,7:06:00 AM,0
BELT 4,7:06:00 AM,0
BELT 3,7:06:00 AM,0
BELT 1,7:07:00 AM,160
BELT 2,7:07:00 AM,0
BELT 4,7:07:00 AM,0
BELT 3,7:07:00 AM,0
BELT 1,7:08:00 AM,138
BELT 2,7:08:00 AM,0
BELT 4,7:08:00 AM,0
BELT 3,7:08:00 AM,0
BELT 1,7:09:00 AM,88
BELT 2,7:09:00 AM,0
BELT 4,7:09:00 AM,0
BELT 3,7:09:00 AM,0
BELT 1,7:10:00 AM,68
BELT 2,7:10:00 AM,0
BELT 4,7:10:00 AM,0
BELT 3,7:10:00 AM,12
BELT 1,7:11:00 AM,50
BELT 2,7:11:00 AM,0
BELT 4,7:11:00 AM,0
BELT 3,7:11:00 AM,41
BELT 1,7:12:00 AM,37
BELT 2,7:12:00 AM,0
BELT 4,7:12:00 AM,0
BELT 3,7:12:00 AM,56
BELT 1,7:13:00 AM,31
BELT 2,7:13:00 AM,0
BELT 4,7:13:00 AM,0
BELT 3,7:13:00 AM,70
BELT 1,7:14:00 AM,18
BELT 2,7:14:00 AM,13
BELT 4,7:14:00 AM,0
BELT 3,7:14:00 AM,79
BELT 1,7:15:00 AM,12
BELT 2,7:15:00 AM,24
BELT 4,7:15:00 AM,0
BELT 3,7:15:00 AM,86
BELT 1,7:16:00 AM,9
BELT 2,7:16:00 AM,23
BELT 4,7:16:00 AM,0
BELT 3,7:16:00 AM,92
BELT 1,7:17:00 AM,2
BELT 2,7:17:00 AM,23
BELT 4,7:17:00 AM,0
BELT 3,7:17:00 AM,98
BELT 1,7:18:00 AM,0
BELT 2,7:18:00 AM,28
BELT 4,7:18:00 AM,0
BELT 3,7:18:00 AM,82
BELT 1,7:19:00 AM,0
BELT 2,7:19:00 AM,20
BELT 4,7:19:00 AM,0
BELT 3,7:19:00 AM,82
BELT 1,7:20:00 AM,0
BELT 2,7:20:00 AM,21
BELT 4,7:20:00 AM,1
BELT 3,7:20:00 AM,59
BELT 1,7:21:00 AM,0
BELT 2,7:21:00 AM,27
BELT 4,7:21:00 AM,12
BELT 3,7:21:00 AM,45
BELT 1,7:22:00 AM,0
BELT 2,7:22:00 AM,22
BELT 4,7:22:00 AM,25
BELT 3,7:22:00 AM,39
BELT 1,7:23:00 AM,0
BELT 2,7:23:00 AM,19
BELT 4,7:23:00 AM,18
BELT 3,7:23:00 AM,32
BELT 1,7:24:00 AM,0
BELT 2,7:24:00 AM,12
BELT 4,7:24:00 AM,28
BELT 3,7:24:00 AM,28
BELT 1,7:25:00 AM,0
BELT 2,7:25:00 AM,7
BELT 4,7:25:00 AM,19
BELT 3,7:25:00 AM,28
BELT 1,7:26:00 AM,0
BELT 2,7:26:00 AM,4
BELT 4,7:26:00 AM,26
BELT 3,7:26:00 AM,27
BELT 1,7:27:00 AM,0
BELT 2,7:27:00 AM,4
BELT 4,7:27:00 AM,27
BELT 3,7:27:00 AM,24
BELT 1,7:28:00 AM,0
BELT 2,7:28:00 AM,2
BELT 4,7:28:00 AM,20
BELT 3,7:28:00 AM,15
BELT 1,7:29:00 AM,0
BELT 2,7:29:00 AM,1
BELT 4,7:29:00 AM,24
BELT 3,7:29:00 AM,8
BELT 1,7:30:00 AM,0
BELT 2,7:30:00 AM,0
BELT 4,7:30:00 AM,13
BELT 3,7:30:00 AM,1
BELT 1,7:31:00 AM,0
BELT 2,7:31:00 AM,0
BELT 4,7:31:00 AM,0
BELT 3,7:31:00 AM,0
BELT 1,7:32:00 AM,0
BELT 2,7:32:00 AM,0
BELT 4,7:32:00 AM,0
BELT 3,7:32:00 AM,0
BELT 1,7:33:00 AM,0
BELT 2,7:33:00 AM,0
BELT 4,7:33:00 AM,0
BELT 3,7:33:00 AM,0
BELT 1,7:34:00 AM,0
BELT 2,7:34:00 AM,0
BELT 4,7:34:00 AM,0
BELT 3,7:34:00 AM,0
BELT 1,7:35:00 AM,0
BELT 2,7:35:00 AM,0
BELT 4,7:35:00 AM,0
BELT 3,7:35:00 AM,0
BELT 1,7:36:00 AM,0
BELT 2,7:36:00 AM,0
BELT 4,7:36:00 AM,0
BELT 3,7:36:00 AM,0
BELT 1,7:37:00 AM,0
BELT 2,7:37:00 AM,0
BELT 4,7:37:00 AM,0
BELT 3,7:37:00 AM,0
BELT 1,7:38:00 AM,0
BELT 2,7:38:00 AM,0
BELT 4,7:38:00 AM,0
BELT 3,7:38:00 AM,0
BELT 1,7:39:00 AM,0
BELT 2,7:39:00 AM,0
BELT 4,7:39:00 AM,0
BELT 3,7:39:00 AM,0
BELT 1,7:40:00 AM,0
BELT 2,7:40:00 AM,6
BELT 4,7:40:00 AM,0
BELT 3,7:40:00 AM,0
BELT 1,7:41:00 AM,0
BELT 2,7:41:00 AM,16
BELT 4,7:41:00 AM,0
BELT 3,7:41:00 AM,0
BELT 1,7:42:00 AM,0
BELT 2,7:42:00 AM,13
BELT 4,7:42:00 AM,0
BELT 3,7:42:00 AM,0
BELT 1,7:43:00 AM,0
BELT 2,7:43:00 AM,12
BELT 4,7:43:00 AM,0
BELT 3,7:43:00 AM,0
BELT 1,7:44:00 AM,0
BELT 2,7:44:00 AM,12
BELT 4,7:44:00 AM,0
BELT 3,7:44:00 AM,0
BELT 1,7:45:00 AM,0
BELT 2,7:45:00 AM,12
BELT 4,7:45:00 AM,0
BELT 3,7:45:00 AM,0
BELT 1,7:46:00 AM,0
BELT 2,7:46:00 AM,8
BELT 4,7:46:00 AM,0
BELT 3,7:46:00 AM,0
BELT 1,7:47:00 AM,0
BELT 2,7:47:00 AM,10
BELT 4,7:47:00 AM,0
BELT 3,7:47:00 AM,0
BELT 1,7:48:00 AM,0
BELT 2,7:48:00 AM,12
BELT 4,7:48:00 AM,0
BELT 3,7:48:00 AM,0
BELT 1,7:49:00 AM,0
BELT 2,7:49:00 AM,11
BELT 4,7:49:00 AM,0
BELT 3,7:49:00 AM,0
BELT 1,7:50:00 AM,0
BELT 2,7:50:00 AM,5
BELT 4,7:50:00 AM,0
BELT 3,7:50:00 AM,0
BELT 1,7:51:00 AM,0
BELT 2,7:51:00 AM,0
BELT 4,7:51:00 AM,0
BELT 3,7:51:00 AM,0
BELT 1,7:52:00 AM,0
BELT 2,7:52:00 AM,0
BELT 4,7:52:00 AM,0
BELT 3,7:52:00 AM,0
BELT 1,7:53:00 AM,0
BELT 2,7:53:00 AM,0
BELT 4,7:53:00 AM,0
BELT 3,7:53:00 AM,0
BELT 1,7:54:00 AM,0
BELT 2,7:54:00 AM,0
BELT 4,7:54:00 AM,0
BELT 3,7:54:00 AM,0
BELT 1,7:55:00 AM,0
BELT 2,7:55:00 AM,0
BELT 4,7:55:00 AM,0
BELT 3,7:55:00 AM,0
BELT 1,7:56:00 AM,0
BELT 2,7:56:00 AM,0
BELT 4,7:56:00 AM,0
BELT 3,7:56:00 AM,0
BELT 1,7:57:00 AM,0
BELT 2,7:57:00 AM,0
BELT 4,7:57:00 AM,0
BELT 3,7:57:00 AM,0
BELT 1,7:58:00 AM,0
BELT 2,7:58:00 AM,0
BELT 4,7:58:00 AM,0
BELT 3,7:58:00 AM,0
BELT 1,7:59:00 AM,0
BELT 2,7:59:00 AM,0
BELT 4,7:59:00 AM,0
BELT 3,7:59:00 AM,0
BELT 1,8:00:00 AM,0
BELT 2,8:00:00 AM,0
BELT 4,8:00:00 AM,0
BELT 3,8:00:00 AM,5
BELT 1,8:01:00 AM,0
BELT 2,8:01:00 AM,0
BELT 4,8:01:00 AM,0
BELT 3,8:01:00 AM,28
BELT 1,8:02:00 AM,0
BELT 2,8:02:00 AM,0
BELT 4,8:02:00 AM,0
BELT 3,8:02:00 AM,40
BELT 1,8:03:00 AM,0
BELT 2,8:03:00 AM,0
BELT 4,8:03:00 AM,0
BELT 3,8:03:00 AM,62
BELT 1,8:04:00 AM,0
BELT 2,8:04:00 AM,0
BELT 4,8:04:00 AM,0
BELT 3,8:04:00 AM,63
BELT 1,8:05:00 AM,0
BELT 2,8:05:00 AM,0
BELT 4,8:05:00 AM,0
BELT 3,8:05:00 AM,79
BELT 1,8:06:00 AM,0
BELT 2,8:06:00 AM,0
BELT 4,8:06:00 AM,0
BELT 3,8:06:00 AM,64
BELT 1,8:07:00 AM,0
BELT 2,8:07:00 AM,0
BELT 4,8:07:00 AM,0
BELT 3,8:07:00 AM,53
BELT 1,8:08:00 AM,0
BELT 2,8:08:00 AM,0
BELT 4,8:08:00 AM,0
BELT 3,8:08:00 AM,56
BELT 1,8:09:00 AM,0
BELT 2,8:09:00 AM,0
BELT 4,8:09:00 AM,0
BELT 3,8:09:00 AM,46
BELT 1,8:10:00 AM,0
BELT 2,8:10:00 AM,0
BELT 4,8:10:00 AM,0
BELT 3,8:10:00 AM,25
BELT 1,8:11:00 AM,0
BELT 2,8:11:00 AM,0
BELT 4,8:11:00 AM,0
BELT 3,8:11:00 AM,4
BELT 1,8:12:00 AM,0
BELT 2,8:12:00 AM,0
BELT 4,8:12:00 AM,0
BELT 3,8:12:00 AM,3
BELT 1,8:13:00 AM,0
BELT 2,8:13:00 AM,0
BELT 4,8:13:00 AM,0
BELT 3,8:13:00 AM,0
BELT 1,8:14:00 AM,0
BELT 2,8:14:00 AM,0
BELT 4,8:14:00 AM,0
BELT 3,8:14:00 AM,0
BELT 1,8:15:00 AM,0
BELT 2,8:15:00 AM,0
BELT 4,8:15:00 AM,0
BELT 3,8:15:00 AM,0
BELT 1,8:16:00 AM,0
BELT 2,8:16:00 AM,0
BELT 4,8:16:00 AM,0
BELT 3,8:16:00 AM,0
BELT 1,8:17:00 AM,0
BELT 2,8:17:00 AM,0
BELT 4,8:17:00 AM,0
BELT 3,8:17:00 AM,0
BELT 1,8:18:00 AM,0
BELT 2,8:18:00 AM,0
BELT 4,8:18:00 AM,0
BELT 3,8:18:00 AM,0
BELT 1,8:19:00 AM,31
BELT 2,8:19:00 AM,0
BELT 4,8:19:00 AM,0
BELT 3,8:19:00 AM,0
BELT 1,8:20:00 AM,85
BELT 2,8:20:00 AM,0
BELT 4,8:20:00 AM,0
BELT 3,8:20:00 AM,0
BELT 1,8:21:00 AM,129
BELT 2,8:21:00 AM,0
BELT 4,8:21:00 AM,0
BELT 3,8:21:00 AM,0
BELT 1,8:22:00 AM,160
BELT 2,8:22:00 AM,0
BELT 4,8:22:00 AM,0
BELT 3,8:22:00 AM,0
BELT 1,8:23:00 AM,160
BELT 2,8:23:00 AM,0
BELT 4,8:23:00 AM,0
BELT 3,8:23:00 AM,0
BELT 1,8:24:00 AM,160
BELT 2,8:24:00 AM,0
BELT 4,8:24:00 AM,0
BELT 3,8:24:00 AM,0
BELT 1,8:25:00 AM,160
BELT 2,8:25:00 AM,0
BELT 4,8:25:00 AM,0
BELT 3,8:25:00 AM,0
BELT 1,8:26:00 AM,160
BELT 2,8:26:00 AM,0
BELT 4,8:26:00 AM,0
BELT 3,8:26:00 AM,0
BELT 1,8:27:00 AM,160
BELT 2,8:27:00 AM,0
BELT 4,8:27:00 AM,0
BELT 3,8:27:00 AM,0
BELT 1,8:28:00 AM,160
BELT 2,8:28:00 AM,0
BELT 4,8:28:00 AM,0
BELT 3,8:28:00 AM,0
BELT 1,8:29:00 AM,160
BELT 2,8:29:00 AM,0
BELT 4,8:29:00 AM,0
BELT 3,8:29:00 AM,0
BELT 1,8:30:00 AM,154
BELT 2,8:30:00 AM,3
BELT 4,8:30:00 AM,0
BELT 3,8:30:00 AM,0
BELT 1,8:31:00 AM,89
BELT 2,8:31:00 AM,20
BELT 4,8:31:00 AM,0
BELT 3,8:31:00 AM,0
BELT 1,8:32:00 AM,56
BELT 2,8:32:00 AM,34
BELT 4,8:32:00 AM,0
BELT 3,8:32:00 AM,0
BELT 1,8:33:00 AM,37
BELT 2,8:33:00 AM,43
BELT 4,8:33:00 AM,0
BELT 3,8:33:00 AM,0
BELT 1,8:34:00 AM,15
BELT 2,8:34:00 AM,56
BELT 4,8:34:00 AM,0
BELT 3,8:34:00 AM,0
BELT 1,8:35:00 AM,5
BELT 2,8:35:00 AM,62
BELT 4,8:35:00 AM,9
BELT 3,8:35:00 AM,0
BELT 1,8:36:00 AM,1
BELT 2,8:36:00 AM,64
BELT 4,8:36:00 AM,15
BELT 3,8:36:00 AM,0
BELT 1,8:37:00 AM,1
BELT 2,8:37:00 AM,74
BELT 4,8:37:00 AM,22
BELT 3,8:37:00 AM,0
BELT 1,8:38:00 AM,0
BELT 2,8:38:00 AM,64
BELT 4,8:38:00 AM,21
BELT 3,8:38:00 AM,0
BELT 1,8:39:00 AM,0
BELT 2,8:39:00 AM,59
BELT 4,8:39:00 AM,17
BELT 3,8:39:00 AM,0
BELT 1,8:40:00 AM,0
BELT 2,8:40:00 AM,46
BELT 4,8:40:00 AM,21
BELT 3,8:40:00 AM,0
BELT 1,8:41:00 AM,0
BELT 2,8:41:00 AM,30
BELT 4,8:41:00 AM,17
BELT 3,8:41:00 AM,0
BELT 1,8:42:00 AM,0
BELT 2,8:42:00 AM,24
BELT 4,8:42:00 AM,18
BELT 3,8:42:00 AM,0
BELT 1,8:43:00 AM,0
BELT 2,8:43:00 AM,12
BELT 4,8:43:00 AM,10
BELT 3,8:43:00 AM,0
BELT 1,8:44:00 AM,0
BELT 2,8:44:00 AM,7
BELT 4,8:44:00 AM,13
BELT 3,8:44:00 AM,0
BELT 1,8:45:00 AM,0
BELT 2,8:45:00 AM,3
BELT 4,8:45:00 AM,2
BELT 3,8:45:00 AM,0
BELT 1,8:46:00 AM,0
BELT 2,8:46:00 AM,0
BELT 4,8:46:00 AM,0
BELT 3,8:46:00 AM,0
BELT 1,8:47:00 AM,0
BELT 2,8:47:00 AM,0
BELT 4,8:47:00 AM,0
BELT 3,8:47:00 AM,0
BELT 1,8:48:00 AM,0
BELT 2,8:48:00 AM,0
BELT 4,8:48:00 AM,0
BELT 3,8:48:00 AM,0
BELT 1,8:49:00 AM,0
BELT 2,8:49:00 AM,0
BELT 4,8:49:00 AM,0
BELT 3,8:49:00 AM,0
BELT 1,8:50:00 AM,0
BELT 2,8:50:00 AM,0
BELT 4,8:50:00 AM,0
BELT 3,8:50:00 AM,0
BELT 1,8:51:00 AM,0
BELT 2,8:51:00 AM,0
BELT 4,8:51:00 AM,0
BELT 3,8:51:00 AM,0
BELT 1,8:52:00 AM,0
BELT 2,8:52:00 AM,0
BELT 4,8:52:00 AM,0
BELT 3,8:52:00 AM,0
BELT 1,8:53:00 AM,0
BELT 2,8:53:00 AM,0
BELT 4,8:53:00 AM,0
BELT 3,8:53:00 AM,0
BELT 1,8:54:00 AM,0
BELT 2,8:54:00 AM,0
BELT 4,8:54:00 AM,0
BELT 3,8:54:00 AM,0
BELT 1,8:55:00 AM,0
BELT 2,8:55:00 AM,0
BELT 4,8:55:00 AM,0
BELT 3,8:55:00 AM,0
BELT 1,8:56:00 AM,0
BELT 2,8:56:00 AM,0
BELT 4,8:56:00 AM,0
BELT 3,8:56:00 AM,0
BELT 1,8:57:00 AM,0
BELT 2,8:57:00 AM,0
BELT 4,8:57:00 AM,0
BELT 3,8:57:00 AM,0
BELT 1,8:58:00 AM,0
BELT 2,8:58:00 AM,0
BELT 4,8:58:00 AM,0
BELT 3,8:58:00 AM,0
BELT 1,8:59:00 AM,0
BELT 2,8:59:00 AM,0
BELT 4,8:59:00 AM,0
BELT 3,8:59:00 AM,0
BELT 1,9:00:00 AM,0
BELT 2,9:00:00 AM,0
BELT 4,9:00:00 AM,3
BELT 3,9:00:00 AM,0
BELT 1,9:01:00 AM,0
BELT 2,9:01:00 AM,0
BELT 4,9:01:00 AM,35
BELT 3,9:01:00 AM,0
BELT 1,9:02:00 AM,0
BELT 2,9:02:00 AM,0
BELT 4,9:02:00 AM,57
BELT 3,9:02:00 AM,0
BELT 1,9:03:00 AM,0
BELT 2,9:03:00 AM,0
BELT 4,9:03:00 AM,75
BELT 3,9:03:00 AM,0
BELT 1,9:04:00 AM,0
BELT 2,9:04:00 AM,0
BELT 4,9:04:00 AM,100
BELT 3,9:04:00 AM,15
BELT 1,9:05:00 AM,6
BELT 2,9:05:00 AM,0
BELT 4,9:05:00 AM,99
BELT 3,9:05:00 AM,23
BELT 1,9:06:00 AM,20
BELT 2,9:06:00 AM,0
BELT 4,9:06:00 AM,99
BELT 3,9:06:00 AM,27
BELT 1,9:07:00 AM,20
BELT 2,9:07:00 AM,0
BELT 4,9:07:00 AM,98
BELT 3,9:07:00 AM,30
BELT 1,9:08:00 AM,26
BELT 2,9:08:00 AM,0
BELT 4,9:08:00 AM,98
BELT 3,9:08:00 AM,35
BELT 1,9:09:00 AM,19
BELT 2,9:09:00 AM,0
BELT 4,9:09:00 AM,99
BELT 3,9:09:00 AM,32
BELT 1,9:10:00 AM,25
BELT 2,9:10:00 AM,0
BELT 4,9:10:00 AM,87
BELT 3,9:10:00 AM,34
BELT 1,9:11:00 AM,23
BELT 2,9:11:00 AM,0
BELT 4,9:11:00 AM,60
BELT 3,9:11:00 AM,33
BELT 1,9:12:00 AM,20
BELT 2,9:12:00 AM,0
BELT 4,9:12:00 AM,44
BELT 3,9:12:00 AM,30
BELT 1,9:13:00 AM,15
BELT 2,9:13:00 AM,0
BELT 4,9:13:00 AM,36
BELT 3,9:13:00 AM,34
BELT 1,9:14:00 AM,19
BELT 2,9:14:00 AM,0
BELT 4,9:14:00 AM,30
BELT 3,9:14:00 AM,11
BELT 1,9:15:00 AM,7
BELT 2,9:15:00 AM,0
BELT 4,9:15:00 AM,24
BELT 3,9:15:00 AM,1
BELT 1,9:16:00 AM,1
BELT 2,9:16:00 AM,0
BELT 4,9:16:00 AM,16
BELT 3,9:16:00 AM,0
BELT 1,9:17:00 AM,0
BELT 2,9:17:00 AM,0
BELT 4,9:17:00 AM,8
BELT 3,9:17:00 AM,0
BELT 1,9:18:00 AM,0
BELT 2,9:18:00 AM,0
BELT 4,9:18:00 AM,0
BELT 3,9:18:00 AM,0
BELT 1,9:19:00 AM,0
BELT 2,9:19:00 AM,0
BELT 4,9:19:00 AM,0
BELT 3,9:19:00 AM,0
BELT 1,9:20:00 AM,0
BELT 2,9:20:00 AM,0
BELT 4,9:20:00 AM,8
BELT 3,9:20:00 AM,0
BELT 1,9:21:00 AM,0
BELT 2,9:21:00 AM,0
BELT 4,9:21:00 AM,26
BELT 3,9:21:00 AM,0
BELT 1,9:22:00 AM,0
BELT 2,9:22:00 AM,0
BELT 4,9:22:00 AM,28
BELT 3,9:22:00 AM,0
BELT 1,9:23:00 AM,0
BELT 2,9:23:00 AM,0
BELT 4,9:23:00 AM,24
BELT 3,9:23:00 AM,0
BELT 1,9:24:00 AM,0
BELT 2,9:24:00 AM,0
BELT 4,9:24:00 AM,18
BELT 3,9:24:00 AM,0
BELT 1,9:25:00 AM,0
BELT 2,9:25:00 AM,0
BELT 4,9:25:00 AM,23
BELT 3,9:25:00 AM,0
BELT 1,9:26:00 AM,0
BELT 2,9:26:00 AM,0
BELT 4,9:26:00 AM,17
BELT 3,9:26:00 AM,0
BELT 1,9:27:00 AM,0
BELT 2,9:27:00 AM,0
BELT 4,9:27:00 AM,12
BELT 3,9:27:00 AM,0
BELT 1,9:28:00 AM,0
BELT 2,9:28:00 AM,0
BELT 4,9:28:00 AM,10
BELT 3,9:28:00 AM,0
BELT 1,9:29:00 AM,0
BELT 2,9:29:00 AM,0
BELT 4,9:29:00 AM,13
BELT 3,9:29:00 AM,0
BELT 1,9:30:00 AM,0
BELT 2,9:30:00 AM,0
BELT 4,9:30:00 AM,2
BELT 3,9:30:00 AM,0
BELT 1,9:31:00 AM,0
BELT 2,9:31:00 AM,0
BELT 4,9:31:00 AM,0
BELT 3,9:31:00 AM,0
BELT 1,9:32:00 AM,0
BELT 2,9:32:00 AM,0
BELT 4,9:32:00 AM,0
BELT 3,9:32:00 AM,0
BELT 1,9:33:00 AM,0
BELT 2,9:33:00 AM,0
BELT 4,9:33:00 AM,0
BELT 3,9:33:00 AM,0
BELT 1,9:34:00 AM,0
BELT 2,9:34:00 AM,0
BELT 4,9:34:00 AM,0
BELT 3,9:34:00 AM,0
BELT 1,9:35:00 AM,16
BELT 2,9:35:00 AM,0
BELT 4,9:35:00 AM,0
BELT 3,9:35:00 AM,0
BELT 1,9:36:00 AM,46
BELT 2,9:36:00 AM,0
BELT 4,9:36:00 AM,0
BELT 3,9:36:00 AM,0
BELT 1,9:37:00 AM,67
BELT 2,9:37:00 AM,0
BELT 4,9:37:00 AM,0
BELT 3,9:37:00 AM,0
BELT 1,9:38:00 AM,83
BELT 2,9:38:00 AM,0
BELT 4,9:38:00 AM,0
BELT 3,9:38:00 AM,0
BELT 1,9:39:00 AM,95
BELT 2,9:39:00 AM,0
BELT 4,9:39:00 AM,0
BELT 3,9:39:00 AM,0
BELT 1,9:40:00 AM,107
BELT 2,9:40:00 AM,0
BELT 4,9:40:00 AM,0
BELT 3,9:40:00 AM,11
BELT 1,9:41:00 AM,109
BELT 2,9:41:00 AM,0
BELT 4,9:41:00 AM,0
BELT 3,9:41:00 AM,30
BELT 1,9:42:00 AM,101
BELT 2,9:42:00 AM,0
BELT 4,9:42:00 AM,0
BELT 3,9:42:00 AM,35
BELT 1,9:43:00 AM,104
BELT 2,9:43:00 AM,0
BELT 4,9:43:00 AM,0
BELT 3,9:43:00 AM,47
BELT 1,9:44:00 AM,89
BELT 2,9:44:00 AM,0
BELT 4,9:44:00 AM,0
BELT 3,9:44:00 AM,48
BELT 1,9:45:00 AM,81
BELT 2,9:45:00 AM,0
BELT 4,9:45:00 AM,0
BELT 3,9:45:00 AM,58
BELT 1,9:46:00 AM,65
BELT 2,9:46:00 AM,0
BELT 4,9:46:00 AM,0
BELT 3,9:46:00 AM,53
BELT 1,9:47:00 AM,56
BELT 2,9:47:00 AM,0
BELT 4,9:47:00 AM,0
BELT 3,9:47:00 AM,48
BELT 1,9:48:00 AM,37
BELT 2,9:48:00 AM,0
BELT 4,9:48:00 AM,0
BELT 3,9:48:00 AM,44
BELT 1,9:49:00 AM,27
BELT 2,9:49:00 AM,0
BELT 4,9:49:00 AM,0
BELT 3,9:49:00 AM,50
BELT 1,9:50:00 AM,21
BELT 2,9:50:00 AM,0
BELT 4,9:50:00 AM,7
BELT 3,9:50:00 AM,26
BELT 1,9:51:00 AM,11
BELT 2,9:51:00 AM,0
BELT 4,9:51:00 AM,18
BELT 3,9:51:00 AM,17
BELT 1,9:52:00 AM,8
BELT 2,9:52:00 AM,0
BELT 4,9:52:00 AM,25
BELT 3,9:52:00 AM,12
BELT 1,9:53:00 AM,7
BELT 2,9:53:00 AM,0
BELT 4,9:53:00 AM,32
BELT 3,9:53:00 AM,9
BELT 1,9:54:00 AM,6
BELT 2,9:54:00 AM,0
BELT 4,9:54:00 AM,23
BELT 3,9:54:00 AM,6
BELT 1,9:55:00 AM,6
BELT 2,9:55:00 AM,0
BELT 4,9:55:00 AM,20
BELT 3,9:55:00 AM,2
BELT 1,9:56:00 AM,1
BELT 2,9:56:00 AM,0
BELT 4,9:56:00 AM,26
BELT 3,9:56:00 AM,0
BELT 1,9:57:00 AM,0
BELT 2,9:57:00 AM,0
BELT 4,9:57:00 AM,22
BELT 3,9:57:00 AM,0
BELT 1,9:58:00 AM,0
BELT 2,9:58:00 AM,0
BELT 4,9:58:00 AM,19
BELT 3,9:58:00 AM,0
BELT 1,9:59:00 AM,0
BELT 2,9:59:00 AM,0
BELT 4,9:59:00 AM,10
BELT 3,9:59:00 AM,0
BELT 1,10:00:00 AM,0
BELT 2,10:00:00 AM,0
BELT 4,10:00:00 AM,3
BELT 3,10:00:00 AM,0
BELT 1,10:01:00 AM,0
BELT 2,10:01:00 AM,0
BELT 4,10:01:00 AM,0
BELT 3,10:01:00 AM,0
BELT 1,10:02:00 AM,0
BELT 2,10:02:00 AM,0
BELT 4,10:02:00 AM,0
BELT 3,10:02:00 AM,0
BELT 1,10:03:00 AM,0
BELT 2,10:03:00 AM,0
BELT 4,10:03:00 AM,0
BELT 3,10:03:00 AM,0
BELT 1,10:04:00 AM,0
BELT 2,10:04:00 AM,0
BELT 4,10:04:00 AM,0
BELT 3,10:04:00 AM,0
BELT 1,10:05:00 AM,0
BELT 2,10:05:00 AM,0
BELT 4,10:05:00 AM,0
BELT 3,10:05:00 AM,0
BELT 1,10:06:00 AM,0
BELT 2,10:06:00 AM,0
BELT 4,10:06:00 AM,0
BELT 3,10:06:00 AM,0
BELT 1,10:07:00 AM,0
BELT 2,10:07:00 AM,0
BELT 4,10:07:00 AM,0
BELT 3,10:07:00 AM,0
BELT 1,10:08:00 AM,0
BELT 2,10:08:00 AM,0
BELT 4,10:08:00 AM,0
BELT 3,10:08:00 AM,0
BELT 1,10:09:00 AM,15
BELT 2,10:09:00 AM,0
BELT 4,10:09:00 AM,0
BELT 3,10:09:00 AM,0
BELT 1,10:10:00 AM,47
BELT 2,10:10:00 AM,0
BELT 4,10:10:00 AM,0
BELT 3,10:10:00 AM,5
BELT 1,10:11:00 AM,78
BELT 2,10:11:00 AM,0
BELT 4,10:11:00 AM,0
BELT 3,10:11:00 AM,4
BELT 1,10:12:00 AM,83
BELT 2,10:12:00 AM,0
BELT 4,10:12:00 AM,0
BELT 3,10:12:00 AM,3
BELT 1,10:13:00 AM,89
BELT 2,10:13:00 AM,0
BELT 4,10:13:00 AM,0
BELT 3,10:13:00 AM,9
BELT 1,10:14:00 AM,74
BELT 2,10:14:00 AM,0
BELT 4,10:14:00 AM,0
BELT 3,10:14:00 AM,16
BELT 1,10:15:00 AM,66
BELT 2,10:15:00 AM,0
